i like to watch tv.	aku suka menonton tv.
are you off duty tonight?	apa kau tidak bertugas malam ini?
i cry every day.	aku menangis setiap hari.
tom looked at mary.	tom melihat kepada mary.
what are you two doing?	apa yang kalian berdua lakukan?
happy new year!	selamat tahun baru.
i want to go and have a drink.	saya ingin pergi minum.
that door is locked.	pintu itu terkunci.
my grandmother passed away peacefully last night.	nenekku meninggal dengan tenang semalam.
he's rich.	dia kaya.
my children don't have their own rooms.	anak-anakku tidak punya kamar sendiri.
my parents have kicked me out of the house.	orang tuaku mengusirku dari rumah.
are they all the same?	apakah mereka semua sama?
such things often happen by accident rather than by design.	hal semacam itu seringkali terjadi karena kecelakaan ketimbang direncanakan.
it is hard for the couple to live together any longer.	sulit bagi pasangan tersebut untuk tinggal bersama lebih lama lagi.
throw the ball.	lempar bolanya!
i'm probably going to be busy soon.	aku mungkin akan sibuk sebentar lagi.
is his name really tom?	namanya beneran tom?
tom put on my shirt.	tom mengenakan kemejaku.
why are you always so impatient?	kenapa kamu selalu tidak sabar?
let's try it.	mari kita mencobanya.
everything's different.	semuanya berbeda.
how many flights to boston do you offer a day?	berapa banyak penerbangan ke boston yang ditawarkan dalam sehari?
i appreciate this.	aku menghargai ini.
excuse me a minute.	permisi sebentar.
whether you like it or not, you'll have to do it.	suka atau tidak, kamu harus tetap melakukannya.
tom planted a little peach tree.	tom menanam pohon persik kecil.
where did you get those strange-looking shoes?	dari mana kamu mendapatkan sepatu aneh itu?
there are still people who are illiterate.	masih ada orang yang tuna aksara.
tom is allergic to msg.	tom alergi terhadap msg.
we lost.	kita kalah.
tell me about your plan.	beritahu aku tentang rencanamu.
we're going to fight.	kita akan bertarung.
i need money.	aku perlu uang.
what made you change your mind?	apa yang membuat pikiranmu berubah?
you're not a doctor.	anda bukan dokter.
you should consult your doctor.	kau harus berkonsultasi dengan doktermu.
tom forgot to go to the meeting.	tom lupa mengikuti rapat.
i'm not here for a vacation.	aku tidak di sini untuk liburan.
mary always assists her boyfriend in doing his assignments.	mary selalu membantu pacarnya mengerjakan tugas.
tom didn't think he could trust mary.	tom tidak yakin kalau dia bisa mempercayai mary.
tom needed training.	tom membutuhkan pelatihan.
the car hit a tree.	mobilnya menabrak pohon.
please write your name with a pencil.	silakan tulis nama anda menggunakan pensil.
the sun rises in the east.	matahari terbit dari timur.
who is he?	dia siapa?
he doesn't like fish.	dia tidak suka ikan.
what kind of food do you want me to bring?	jenis makanan apa yang harus ku bawa?
i need some good advice.	aku membutuhkan sedikit saran.
this is my suitcase.	ini koper saya.
the capital of ukraine is kyiv.	ibu kota ukraina adalah kyiv.
where are you going to hide?	ke mana kamu akan bersembunyi?
please return it by 10 a.m. monday.	tolong kembalikan sebelum hari senin pukul 10 pagi.
i know.	saya tahu.
did you write it down?	kamu menuliskannya?
there's so much i want to do.	ada banyak sekali hal yang ingin kulakukan.
tom's handwriting is very hard to read.	tulisan tangan tom sangat sulit dibaca.
who's your favorite character on glee?	siapa karakter favoritmu di glee?
we don't hate each other.	kami tidak saling membenci.
i am older than you.	aku lebih tua darimu.
i met an old student of mine in london.	di london saya bertemu dengan anak didik saya yang dulu.
i'll be with tom.	aku dengan tom.
i saw tom's face.	aku melihat wajah tom.
i think it's going well.	aku pikir semua berjalan lancar.
don't make me laugh!	jangan konyol!
that town has many tall buildings.	kota itu memiliki banyak gedung tinggi.
my dad died when i was thirteen.	ayahku meninggal ketika aku berumur tiga belas tahun.
i knew tom was a french teacher in boston, so i didn't believe mary when she told me he was a taxi driver in chicago.	aku sudah tahu kalau tom adalah seorang guru bahasa prancis di boston, jadi aku tidak percaya ketika mary mengatakan padaku kalau dia adalah seorang supir taxi di chicago.
she works in a bank.	dia bekerja di sebuah bank.
you still haven't given me an answer.	kamu masih belum memberikanku jawaban.
my parents taught me to tell the truth.	orang tuaku mengajarkanku untuk mengatakan kebenaran.
i just wanted to check to see if you're ok.	aku cuma ingin melihat apa kamu baik-baik saja.
what do you want from us?	apa yang kau inginkan dari kami?
i'm an eighth grader.	saya anak kelas delapan.
we're out of sugar.	kita kehabisan gula.
i'm starving.	aku kelaparan.
clean the mirror.	bersihkan cermin.
tom may get homesick.	tom mungkin akan rindu dengan rumah.
whatever he may say, i won't change my mind.	apapun yang dia bilang, aku tidak akan berubah pikiran.
my mother is writing a letter now.	ibu saya sekarang sedang menulis surat.
tom said he'll call you later.	tom berkata dia akan menghubungi kamu kembali.
who's the new teacher?	siapa guru barunya?
don't pick up that phone.	jangan angkat telepon itu.
you can't handle this alone.	kamu tidak bisa menangani ini sendirian.
which train are you going to take?	kereta mana yang akan anda naiki?
tom nudged the door open a crack.	tom mendorong pintunya dan membukanya sedikit.
tom has decided not to stay until monday.	tom memutuskan untuk tidak menginap sampai hari senin.
tom asked mary to go to a movie with him.	tom mengajak mary pergi menonton film bersamanya.
have a look at the world map.	lihatlah peta dunia.
tom and mary are asleep.	tom dan mary sedang tidur.
tom poked his pencil through the hole.	tom mencucukkan pensilnya kedalam lubang.
whose book is this?	buku siapa ini?
my back still hurts.	punggungku masih sakit.
my third husband bought me this.	suami ketigaku membelikanku ini.
i have a twin.	aku punya saudara kembar.
are you interested in foreign languages?	apakah kalian tertarik dengan bahasa asing?
tom made a promise to mary that he would never leave her.	tom berjanji kepada mary untuk tidak meninggalkannya.
tom rolled out of bed at 6:30, shuffled into the kitchen and put two slices of bread into the toaster.	tom turun dari ranjangnya jam 6:30, lalu beranjak menuju dapur dan meletakkan dua potong roti ke dalam pemanggang.
tom goes to the supermarket almost every day.	tom pergi ke supermarket hampir setiap hari.
praising children is an important thing.	memuji anak adalah hal yang penting.
they swam.	mereka berenang.
tom is immune.	tom kebal.
tom is not my son.	tom bukanlah putra saya.
she has one cat.	dia punya seekor kucing.
i read this book on the plane.	aku membaca buku ini di pesawat.
honesty is no guarantee of success.	kejujuran bukan jaminan sukses.
we're looking for tom.	kami sedang mencari tom.
is it important?	itu penting?
what does this sign mean?	apa artinya tanda ini?
mary was a waitress.	mary dulunya seorang pelayan.
i've already returned the key.	aku sudah mengembalikan kuncinya.
i tried not to cry.	aku berusaha menahan tangis.
my wife's pregnant.	istri saya hamil.
tom didn't notice how mary was dressed.	tom tidak tahu bagaimana mary berpakaian.
i was taking a bath when the telephone rang.	aku sedang mandi disaat telefon berdering.
that's a marker, not a pen.	itu spidol, bukan pena.
i must've missed that part.	aku pasti terlewat bagian itu.
i need friends.	saya butuh teman.
why haven't you done your homework?	kenapa kamu belum mengerjakan prmu?
i think my exam went well.	aku rasa ujianku tadi berjalan lancar.
we've done it twice in three months.	kami telah melakukannya dua kali dalam tiga bulan.
how was your vacation?	bagaimana liburan anda?
i let my sister use my new computer.	aku membiarkan adik perempuanku menggunakan komputer baruku.
not everyone celebrates christmas.	tidak semua orang merayakan natal.
we never forget.	kita tidak pernah lupa.
which house did you live in?	rumah mana yang kamu tinggali?
i've lost my fountain pen. i have to buy one tomorrow.	aku kehilangan penaku. aku harus membeli satu lagi besok.
whales are mammals.	paus adalah binatang mamalia.
the government imposed a new tax on cigarettes.	pemerintah memberlakukan pajak baru pada rokok.
horses eat grass.	kuda makan rumput.
what you're doing is just a waste of time.	apa yang kau lakukan itu hanya membuang-buang waktu.
tom kissed mary and she slapped him.	tom mencium mary dan mary pun menamparnya.
they bought a car.	mereka membeli mobil.
i don't smoke.	aku tidak merokok.
tom has lived in boston for most of his life.	tom sebagian besar hidupnya tinggal di boston
control yourself.	kendalikan dirimu.
they betrayed tom.	mereka mengkhianati tom.
tom shouldn't even be there.	tom bahkan tidak semestinya berada di sana.
i won't be helping tom tomorrow.	aku tidak akan membantu tom besok.
let's fly kites.	ayo menerbangkan layang-layang.
i told you the concert was going to be boring. why didn't you believe me?	saya sudah katakan bahwa konsernya akan membosankan. kenapa kamu tidak mempercayai saya?
they both laughed.	mereka berdua tertawa.
he called me a coward.	dia memanggilku pengecut.
canadians aren't like that.	orang kanada tidak seperti itu.
let me see what i can find out.	mari lihat apa yang bisa kutemukan.
they were waiting for tom.	mereka sedang menunggu tom.
tom doesn't like the idea.	tom tidak menyukai ide tersebut.
tom is cool.	tom itu keren.
i seldom eat mexican food.	aku jarang makan makanan meksiko.
i know what you mean.	aku tahu apa maksudmu.
what does this mean?	apa artinya ini?
those are nice gloves you have on.	sarung tanganmu bagus ya.
tom quit smoking three years ago.	tom berhenti merokok tiga tahun yang lalu.
i brought you a little something.	aku membawakanmu sesuatu.
can it be fixed?	apa bisa dibetulkan?
tom never speaks to me in french.	tom tidak pernah berbicara denganku dalam bahasa prancis.
he didn't dare say anything.	dia tidak berani mengatakan apa pun.
the rules should be followed.	peraturan seharusnya dipatuhi.
do you get it?	apa kamu paham?
i'm pooped.	aku sangat capek.
is that really true?	apa itu memang benar?
he's always looking at you. he must love you.	dia selalu melihatmu. dia pasti jatuh cinta kepadamu.
i can't stand it anymore.	aku sudah tak mampu menahannya lagi.
tom and mary did what they had to do.	tom dan mary melakukan apa yang harus mereka lakukan.
in my city, there is no school for learning esperanto.	di kota saya tidak ada sekolah untuk belajar bahasa esperanto.
i'm super hungry.	aku sangat lapar.
the program ended at 7:00 p.m.	acara itu berakhir pada pukul tujuh malam.
this is no joke.	ini bukan lelucon.
your shoes stink.	sepatu kamu bau.
i have a sharp pain in my chest.	dadaku rasanya nyeri.
did you kill the snake?	apakah kamu membunuh ularnya?
don't blink.	jangan berkedip!
i'm joking.	aku bercanda.
i have two brothers and one sister.	aku punya dua saudara laki-laki dan satu saudara perempuan.
there's a fish.	ada seekor ikan.
i'm sorry, my mother's not at home.	maaf, ibuku sedang tidak di rumah.
she says her life is monotonous.	dia berkata bahwa kehidupannya monoton.
all three of us need to go to that meeting.	kita bertiga harus menghadiri rapat itu.
they suspected nothing.	mereka tidak mencurigai apa-apa.
it wasn't interesting at all.	itu sama sekali tidak menarik.
would you like to be my boyfriend?	apakah kamu ingin menjadi pacarku?
i live nearby.	saya tinggal dekat sini.
my guitar is a lot better than yours.	gitarku jauh lebih baik daripada punyamu.
roger miller learned to play the guitar and the violin. much later, he learned to play the drums.	roger miller telah belajar memainkan gitar dan biola. berapa lama kemudian, dia telah belajar memainkan drum.
he forced her to sit down.	dia memaksanya untuk duduk.
this is a dream.	ini mimpi.
tom admitted that he had been defeated.	tom tadi mengakui kekalahannya
what kind of poison was it?	jenis racun apa itu?
have you ever been to mexico?	apakah anda pernah ke meksiko?
that should suffice.	itu cukup.
there are bananas, apples, pears and oranges in the fruit basket.	ada pisang, apel, pir, dan jeruk di dalam keranjang buah.
tom will be back tomorrow afternoon.	tom akan kembali besok sore.
don't be noisy in this room.	jangan ribut di ruangan ini.
tom cut himself shaving.	tom terluka ketika sedang bercukur.
he raised his hand.	dia mengangkat tangannya.
i like white wine better than red wine.	aku lebih suka anggur putih daripada anggur merah.
that's it. i've done everything i can.	oke cukup. aku sudah melakukan apapun yang aku bisa.
tom asked for permission to leave early.	tom meminta izin untuk pulang lebih awal.
i received a letter from my friend.	saya menerima surat dari teman saya.
i kept riding my bicycle even though my legs were hurting.	aku terus mengayuh sepedaku walaupun kakiku sakit.
there are many tall buildings in that town.	ada banyak gedung tinggi di kota itu.
we must do something.	kita harus melakukan sesuatu.
got it!	aku mengerti!
can you play any musical instruments?	apa kau bisa memainkan sebuah instrumen musik?
where's your coat?	mana jasmu?
i like this watch.	aku suka arloji ini.
he's an old friend of mine.	dia teman lamaku.
how did your date go with tom?	bagaimana kencanmu dengan tom?
tom looked suspicious.	tom terlihat mencurigakan.
are there still some empty seats?	apa masih ada beberapa kursi kosong?
i hear my uncle died of cancer.	saya dengar paman saya meninggal karena kanker.
do whatever it takes.	lakukan apa pun yang diperlukan.
what kind of cars do you like?	oto apo nan katuju?
he has no money.	dia tidak punya uang.
i want you to take it.	aku mau kamu mengambilnya.
he is here!	dia di sini!
you must fulfill your duty.	kau harus memenuhi kewajibanmu.
i don't know what love is.	saya tidak tahu apa itu cinta.
are you certain?	apakah kamu yakin?
i am not working.	saya tidak bekerja.
we're watching tom.	kita sedang melihat tom.
i'm learning french.	aku sedang belajar bahasa prancis.
she stayed at the hotel for several days.	dia menginap di hotel beberapa hari.
the police caught sight of the criminal running away.	polisi melihat pelaku kriminal itu melarikan diri.
your english has improved a lot.	bahasa inggrismu mengalami banyak peningkatan.
i have to help.	aku harus membantu.
the sky is blue.	langit itu biru.
tom is cranky.	tom bete.
tom screamed, but nobody heard him.	tom berteriak, tetapi tidak ada yang mendengarnya.
tom didn't know mary had a boyfriend.	tom tidak tahu kalau mary punya pacar.
try to keep from crying.	cobalah untuk tidak menangis.
do you know how and when?	tahukah kamu bagaimana dan kapan?
why doesn't anyone want to be friends with me?	mengapa tidak ada yang mau berteman denganku?
i forgot my wife's birthday.	saya lupa ulang tahun istri saya.
where has she gone?	ke mana perginya dia?
we invited all our friends to the party.	kita mengundang semua teman kita ke pesta.
i ran a race with him.	aku berbalapan lari dengannya.
the arrow indicates the way to go.	arah panah menunjukkan jalan yang harus dihalui.
who opened the windows?	siapa yang membuka jendela?
it's obvious.	itu jelas.
grab your stuff.	ambil barangmu!
awesome!	mengagumkan!
really?	beneran?
i can't read.	saya tidak bisa membaca.
when will you leave?	kapan kamu berangkat?
they're very enthusiastic.	mereka sangat antusias.
it was clear tom was capable of doing that.	sudah jelas bahwa tom bisa melakukannya.
i'd like to find out where our meeting will be.	aku ingin mencari tahu dimana rapat kita akan diadakan.
i'll buy this book.	aku akan membeli buku ini.
sit wherever you like.	duduklah di manapun yang kau sukai.
tom never brought anyone here.	tom tidak pernah membawa siapa-siapa kemari.
would you please step back?	bisakah anda mundur ke belakang?
was it scary?	apakah itu menakutkan?
don't ignore your subordinates.	jangan abaikan bawahanmu.
tom is a professional baseball player.	tom adalah pemain bisbol profesional.
what else do you need to know about tom?	apa lagi yang perlu kalian ketahui tentang tom?
i know i'm wrong.	aku tahu aku salah.
when i was a child, my mother would often read fairy tales to me.	ketika aku kecil, ibu sering membacakan dongeng untukku.
tom is smoking.	tom sedang merokok.
could you wait a little while?	dapatkah kamu menunggu sebentar?
i like mathematics.	saya suka matematika.
tom says he's innocent.	tom bilang dia tidak bersalah.
this hotel does not serve lunch.	hotel ini tidak menyediakan makan siang.
when was tom there?	kapan tom di sana?
there is a fork missing.	ada garpu yang hilang.
i am a teacher.	saya seorang guru.
tom slapped mary.	tom menampar mary.
why doesn't tom like mary?	kenapa tom tidak menyukai mary?
we're having a problem with pigeons.	kami bermasalah dengan merpati.
tom is my fiancé.	tom adalah tunanganku.
you weren't doing anything illegal.	kamu tidak sedang melakukan kegiatan ilegal apa pun.
i need to get a stamp.	aku butuh perangko.
it's pasta.	itu pasta.
tom is eating breakfast.	tom sedang sarapan.
as far as i know, tom has never tried to commit suicide.	sejauh yang saya tahu, tom tidak pernah mencoba membunuh diri.
do you mean what you say?	apa kau serius dengan apa yang kau katakan?
nearly 80 percent of the land is mountains.	hampir 80 persen daerah ini adalah pegunungan.
the bus was late because of the traffic jam.	busnya terlambat karena lalu lintas yang macet.
get out of bed!	bangun dari tempat tidur!
i wasn't aware that tom's house had burned down.	aku tidak menyadari bahwa rumah tom kebakaran.
does your mother know?	ibumu tahu?
the wine was excellent.	minuman anggur itu rasanya luar biasa.
no, thank you.	tidak, terima kasih.
the ship set sail.	kapal itu mulai berlayar.
tom did not answer.	tom tidak menjawab.
stop playing with that.	berhenti memainkan itu.
i was caught in traffic.	aku terjebak kemacetan.
they embraced each other.	mereka saling berpelukan.
i know what tom would do.	aku tahu apa yang akan tom lakukan.
tom likes surfing.	tom suka berselancar.
do you keep a diary?	apa kamu menulis buku harian?
she looks young.	dia terlihat muda.
that's something we've never had.	itu sesuatu yang tidak pernah kami punyai.
what did you do that for?	untuk apa kau melakukannya?
we never forget.	kami tidak pernah lupa.
the brakes don't work.	remnya tidak berfungsi.
he dressed up as a woman.	dia berpakaian seperti wanita.
i thought he was sick.	aku kira dia sakit.
we just need to bide our time.	kita hanya perlu menunggu waktu tepat.
you don't need to go there.	kamu tidak perlu pergi ke sana.
god bless you!	tuhan memberkatimu!
what are you going to drink?	mau minum apa?
i'll make you a new suit.	aku akan membuatkanmu pakaian baru.
is tom sick?	apa tom sakit?
what'll you have to drink?	kau mau minum apa?
koalas sleep for 18 to 22 hours per day.	koala tidur 18 sampai 22 jam dalam sehari.
i doubt you will be happy with my report.	aku ragu kamu akan senang melihat laporanku.
she isn't at home now.	dia sekarang tidak ada di rumah.
is hitchhiking prohibited in australia?	apakah mencari tumpangan dilarang di australia?
your wife is in your office.	istri anda ada di kantor anda.
do you want some pudding?	mau puding?
we compared his work with hers.	kami membandingkan pekerjaan dia dengan pekerjaan dia.
i'm still healthy.	aku masih sehat.
january, february, march, april, may, june, july, august, september, october, november and december are the twelve months of the year.	januari, februari, maret, april, mei, juni, juli, agustus, september, oktober, november, dan desember adalah dua belas bulan dalam setahun.
do you mind turning on the tv?	bisa minta tolong nyalakan tv-nya?
why is he here?	kenapa dia ada di sini?
this fork is made of plastic.	garpu ini terbuat dari plastik.
i can't read tom's handwriting.	aku tidak bisa membaca tulisan tangan tom.
tom isn't the best student in our class.	tom bukan siswa terbaik di kelas kami.
we'll know soon enough.	sebentar lagi kita akan tahu.
you'll need either a pen or a pencil.	kamu akan butuh pulpen atau pensil.
it's spicy.	rasanya pedas.
these are my children.	mereka ini adalah anak-anakku.
why do bees die after stinging?	mengapa lebah meninggal setelah menyengat?
tom spit.	tom meludah.
we talked over the phone.	kami berbicara melalui telepon.
his mother is an english teacher.	ibunya guru bahasa inggris.
i can't approve the project. it leaves much to be desired.	saya tidak bisa menyetujui proyek ini. masih banyak hal yang tidak memuaskan.
can you put it down on the table?	dapatkah kamu meletakannya di meja?
forgive me.	maafkan aku.
no one believes that anymore.	tidak ada yang percaya itu lagi.
give me that key.	berikan aku kunci itu.
have you eaten dinner?	apakah kamu sudah makan malam?
our school library is small, but new.	perpustakaan sekolah kami kecil, tetapi masih baru.
my hobby is playing the piano.	hobiku bermain piano.
if you've been drinking, perhaps your spouse can drive you home.	kalau kau tadi banyak minum, mungkin lebih baik kau meminta istrimu untuk mengantarmu pulang.
please give me a pillow and a blanket.	tolong berikan saya bantal dan selimut.
monkeys climb trees.	monyet memanjat pohon.
it happened while i wasn't looking.	itu terjadi saat ku tak lihat.
i'm happy to hear that.	saya senang mendengar hal itu.
i can't do all of this.	saya tidak bisa melakukan semua ini.
i don't know how to cook.	saya tidak tahu cara memasak.
i'll talk with you about this later, ok?	aku akan membicarakan ini denganmu nanti, ok?
take the road on the right.	ambil jalan di sebelah kanan.
tom read the letter three times.	tom membaca surat itu tiga kali.
i'm hungry!	aku lapar.
have you been to london?	kau pernah ke london?
i arrived at the village before dark.	saya sampai di desa sebelum gelap.
tom looks puzzled.	tom terlihat kebingungan.
he is crazy.	dia gila.
tom tried to help.	tom coba membantu.
forgive me.	maafkan saya.
tom went to boston the day before yesterday.	tom pergi ke boston kemarin dulu.
tom works as a security guard in a jewelry store.	tom bekerja sebagai satpam di toko perhiasan.
i like the way it sounds.	aku suka dengan bunyinya.
the police are after you.	polisi itu mengejarmu.
thank you for the explanation.	terima kasih atas penjelasannya.
tom was born three months after mary.	tom lahir tiga bulan setelah mary.
is tom still sick?	apakah tom masih sakit?
do you know tom's address?	apa kamu tahu alamat rumah tom?
do you think i'm to blame?	menurutmu aku yang patut disalahkan?
do you like italian food?	apakah anda suka makanan italia?
i'm starved.	aku kelaparan.
please go get help.	tolong pergi dan panggil bantuan.
where's the station?	ada di mana stasiunnya?
i also like cake.	aku juga suka kue.
i need to do this now.	saya harus melakukan ini sekarang.
tom opened the door and i went in.	tom membuka pintu dan aku masuk.
have you taken your medicine yet?	sudah minum obat?
how long will you be gone?	kamu pergi selama berapa lama?
don't move.	jangan bergerak.
would you rather be fat and ugly or thin and sexy?	kamu lebih memilih menjadi gemuk dan jelek atau langsing dan seksi?
i want to sleep.	aku ingin tidur.
i still want to be here.	aku masih ingin di sini.
i eventually agreed.	akhirnya aku setuju.
i don't want to live with tom.	aku tidak ingin tinggal bersama tom.
i'm a person.	aku orang.
it's a privilege to meet you.	sebuah kehormatan bisa bertemu anda.
have we met before?	apakah kita pernah bertemu sebelumnya?
thousands of people gathered there.	ribuan orang berkumpul di sana.
nature is full of mystery.	alam semesta penuh dengan misteri.
he kissed her.	dia menciumnya.
i just finished breakfast.	saya baru saja selesai makan pagi.
this piano is really cheap.	piano ini sangat murah.
i forget his name.	saya lupa namanya.
i'm embarrassed.	aku malu.
tom parked his car next to mary's.	tom memarkir mobilnya di sebelah mobil mary.
let me get my coat.	biarkan aku mengambil mantelku.
i can sing.	aku bisa menyanyi.
i'm not interested in going to any museums today.	saya sedang tidak ingin ke museum hari ini.
do you like rap?	apakah kamu suka musik rap?
she took it off.	dia menanggalkannya.
excuse me. are you tom?	permisi. apakah kamu tom?
fish is expensive.	ikan itu mahal.
you're deceiving yourself.	kamu sedang menipu dirimu sendiri.
what languages are spoken in canada?	bahasa apa saja yang digunakan di kanada?
tom lives in a fantasy world.	tom hidup di dunia fantasi.
tom doesn't want to come.	tom tidak ingin datang.
he is not always busy in the morning.	dia selalu sibuk di pagi hari.
is this your first trip abroad?	apakah ini kali pertama kamu ke luar negeri?
i'm canadian, but i live in australia.	saya orang kanada, tetapi saya tinggal di australia.
he is afraid to fly in an airplane.	dia takut terbang dengan pesawat.
i can't sleep well.	saya tidak dapat tidur nyenyak.
why don't you come dancing with me?	maukah kamu berdansa denganku?
don't underestimate me.	jangan meremehkanku.
but what will you do if he doesn't come?	tapi apa yang akan kamu lakukan jika dia tidak datang?
she certainly looks beautiful in a japanese kimono.	dia tentu saja terlihat cantik mengenakan kimono jepang.
my greatest fear is drowning.	saya sangat takut tenggelam.
tom jackson was born in boston on october 20, 1995.	tom jackson lahir di boston pada tanggal 20 oktober 1995.
tom pushed the wheelchair down the hall.	tom mendorong kursi roda melewati lorong.
tom humiliated me.	tom mempermalukanku.
give me your money.	berikan uangmu.
she heard him scream.	dia mendengarnya berteriak.
what time are you leaving?	kamu berangkat jam berapa?
we watched a baseball game on television.	kami menonton pertandingan bisbol di televisi.
i should've been able to do more.	seharusnya aku bisa melakukan lebih.
what're you waiting for?	apa yang sedang kamu tunggu?
i'll never do this again.	aku tidak akan pernah melakukannya lagi.
tom and mary are alive.	tom dan mary masih hidup.
let us sing a song.	mari kita menyanyikan lagu.
i couldn't sleep well because it was noisy outside.	aku tidak bisa tidur nyenyak karena diluar berisik.
you don't really believe that, do you?	kau tidak benar-benar mempercayainya, kan?
the horse is jumping.	kudanya melompat.
this is ice.	ini es.
you don't need to panic.	kau tidak perlu panik.
i love trying new things.	aku suka mencoba hal baru.
he is the manager of the marketing department.	dia adalah manajer dari departemen pemasaran.
would you like another apple?	apa kau mau apel lagi?
tom is trying not to cry.	tom mencoba untuk tidak menangis.
he left his daughter a great fortune.	dia meninggalkan warisan yang banyak untuk anak perempuannya.
i cleared the table.	aku membersihkan mejanya.
tom likes ice cream.	tom suka es krim.
why are you dancing?	kenapa kamu menari?
tom knows he hears something.	tom tahu dia mendengar sesuatu.
why is no one here yet?	kenapa belum ada siapa-siapa disini?
how long did you stay abroad?	berapa lama kau tinggal di luar negeri?
relax.	santai.
it's not like you to cry at movies.	ini tidak seperti kamu menangis di bioskop.
something happened.	sesuatu telah terjadi.
how many countries are in asia?	ada berapa banyak negara di asia?
we feel very safe here.	kami merasa sangat aman di sini.
just forget it.	lupakan saja.
there's no proof.	tidak ada bukti.
she looks familiar.	ia terlihat tidak asing.
i went skiing with tom.	aku pergi bermain ski dengan tom.
he is lazy.	dia pemalas.
fire!	tembak!
you should've done so.	seharusnya kamu melakukannya.
how much is this watch?	berapa harga jam tangan ini?
i'm reasonable.	aku orang yang rasional.
i think i mistakenly sent that email to tom.	saya rasa saya telah salah mengirim surel itu ke tom.
i think it would be good for all of us.	aku pikir itu baik untuk kita semua.
can i find you on facebook?	bisakah aku menemukanmu di facebook?
i thought you could help me.	aku kira kau bisa membantuku.
i'm not an idiot.	saya bukan idiot.
i don't want to see you.	aku tidak mau melihat kalian.
this is a book about stars.	ini adalah buku tentang bintang.
tom blinked.	tom berkedip.
tom's crazy.	tom gila.
come on in.	masuklah.
are you happy?	apa kamu senang?
nothing happened.	tak ada yang terjadi.
i do not trust him any longer.	aku sudah tidak lagi mempercayai dia.
tom's salary is much higher than mine.	gaji tom jauh lebih tinggi daripada gajiku.
give it to me.	berikan padaku.
business has been good.	bisnis selalu dalam keadaan baik.
thanks for helping me.	terima kasih sudah membantu saya.
the tire factory employs 250 people.	pabrik ban itu mempekerjakan 250 orang.
at this time, we still don't know what causes als.	saat ini, kita masih belum tahu apa yang menyebabkan als.
tom signed the document.	tom menandatangani dokumennya.
don't sit down on the sofa.	jangan duduk di sofa itu.
i like rabbits.	aku suka kelinci.
i'll call for you at eight tomorrow morning.	aku akan menjemputmu jam delapan besok pagi.
you ate my sandwich.	kamu memakan sandwich miliku.
do you have any coffee?	apa kau punya kopi?
double the dose.	gandakan dosisnya.
tom heard mary singing in the shower.	tom mendengar mary bernyanyi di kamar mandi.
i bought a camera for 30 dollars.	saya membeli kamera seharga 30 dolar.
now you're safe.	sekarang anda sudah aman.
why were you crying?	mengapa kamu menangis ?
when in rome, do as the romans.	di mana bumi dipijak, di situ langit dijunjung.
i know your address.	aku tahu alamatmu.
don't get drunk.	jangan mabuk!
the book's white.	buku itu putih.
you probably don't remember.	kamu mungkin tidak mengingatnya.
no one responded.	tidak ada yang menjawab.
i need help.	saya perlu bantuan.
tom ran back down the stairs.	tom berlari kembali menuruni tangga.
he doesn't yet know the truth.	dia belum tahu kebenarannya.
i'll never ask you for anything else.	aku tidak akan memintamu yang lain-lain lagi.
you have to pay the price.	kau harus membayar harganya
this song reminds me of tom.	lagu ini mengingatkanku pada tom.
we run every day.	kami berlari setiap hari.
the police found three wallets in your car.	polisi menemukan tiga dompet di dalam mobilmu.
when are you going home?	kapan anda pulang ke rumah?
time to get up.	waktunya bangun.
i borrow books from the city library.	aku meminjam buku dari perpustakaan kota.
the dog is theirs.	anjing itu milik mereka.
tom wants to be a pilot.	tom ingin menjadi seorang pilot.
tom used to be very shy.	tom dulunya sangat pemalu.
i'm not good at sports.	aku tidak jago dalam hal olahraga.
tom hid behind his car.	tom bersembunyi di balik mobilnya.
do you like to read?	apakah kalian suka membaca?
they are sure to fall in love.	mereka benar-benar saling jatuh cinta.
walk ahead of me.	berjalanlah di depanku.
milk gives me a stomachache.	susu membuatku sakit perut.
why do dogs eat grass?	mengapa anjing memakan rumput?
i haven't told you everything.	aku belum memberitahumu semuanya.
what do you want to do next?	apa yang ingin kamu lakukan selanjutnya?
i'm glad i was able to help.	saya senang bisa membantu.
it's not going to be easy.	itu tidak akan mudah.
it'll be painful.	itu akan menyakitkan.
i bought a flag.	saya membeli bendera.
tom put down his glass.	tom meletakkan gelasnya.
there are two main characters in this story.	ada dua tokoh utama dalam cerita ini.
i can't breathe.	aku tidak bisa bernapas.
the following tips can help.	tips berikut dapat membantu.
look up the word in the dictionary.	lihat katanya di kamus.
finally, i found a job.	akhirnya, aku mendapat pekerjaan.
tom is a friend of mine.	tom adalah seorang kawanku.
i don't need your help.	aku tidak butuh bantuanmu.
everyone was dressed like a clown.	semua orang berpakaian seperti badut.
wait a moment.	tunggu sebentar.
i drink coffee after dinner.	saya minum kopi setelah makan malam.
i thought you might want to see tom.	aku pikir kau perlu bertemu dengan tom.
i'm so sorry.	saya sangat menyesal.
i didn't expect tom to be at the meeting.	aku tidak menyangka tom hadir dalam rapat.
will you do that today?	apakah anda akan melakukannya hari ini?
she just left.	dia baru saja berangkat.
whose bicycle is this?	sepeda siapa ini?
i'm a little confused.	aku agak bingung.
